year,region,country,port,port_lat,port_long,UK_country,country_lat,country_long,import_tonnage_thousand,haversine,export_tonnage_thousand
2000,America,Canada,Rivers Hull & Humber,53.73669205,-0.325382032,England,-98.14238137,61.46907615,1.7710770169999999,16101.919983209362,0.0
2000,America,Canada,Southampton,50.90834,-1.45426,England,-98.14238137,61.46907615,0.223123618,16101.919983209362,8.706411633999998
2000,America,Canada,Tees & Hartlepool,54.691745999999995,-1.212926,England,-98.14238137,61.46907615,541.5858647000001,16101.919983209362,9.011758717
2000,America,Canada,Tyne,55.01643000000001,-1.41982,England,-98.14238137,61.46907615,8.86083759,16101.919983209362,0.0
2000,America,Canada,Warrenpoint,54.103030000000004,-6.26438,Northern Ireland,-98.14238137,61.46907615,7.6279747989999995,16101.919983209362,0.0
2000,America,Chile,Felixstowe,51.94831,1.31487,England,-71.52064395,-39.04701431,129.13530465,14023.700323780822,74.41163588
2000,America,Chile,Liverpool,53.46171999999999,-3.02275,England,-71.52064395,-39.04701431,4.280084135,14023.700323780822,0.0
2000,America,Chile,London,51.5166,0.1166,England,-71.52064395,-39.04701431,12.377747410000001,14023.700323780822,0.0
2000,America,Chile,Medway,51.380951,0.52213,England,-71.52064395,-39.04701431,156.519313658,14023.700323780822,0.0
2000,America,Colombia,Belfast,54.60548299999999,-5.889891,Northern Ireland,-73.07773209,3.927213863,166.252,13861.352230790177,0.0
2000,America,Colombia,Bristol,51.44147,-2.55997,England,-73.07773209,3.927213863,107.178017,13861.352230790177,0.0
2000,America,Colombia,Clyde,51.483768,0.42074,Scotland,-73.07773209,3.927213863,782.2229666000001,13861.352230790177,0.0
2000,America,Colombia,Felixstowe,51.94831,1.31487,England,-73.07773209,3.927213863,26.213023084,13861.352230790177,65.77860333
2000,America,Colombia,Grimsby & Immingham,53.61148000000001,-0.22403,England,-73.07773209,3.927213863,320.92926889999995,13861.352230790177,0.0
2000,America,Colombia,Hull,53.74154,-0.30295,England,-73.07773209,3.927213863,62.244936519999996,13861.352230790177,0.0
2000,America,Colombia,Liverpool,53.46171999999999,-3.02275,England,-73.07773209,3.927213863,2133.0,13861.352230790177,0.0
2000,America,Colombia,Londonderry,55.0066,-7.31921,Northern Ireland,-73.07773209,3.927213863,209.11413290000002,13861.352230790177,0.0
2000,America,Colombia,Tees & Hartlepool,54.691745999999995,-1.212926,England,-73.07773209,3.927213863,1038.571824,13861.352230790177,0.0
2000,America,Costa Rica,Dover,51.126369,1.316198,England,-84.17542309999999,9.965671127,71.44828003,15101.158829880245,4.199508201
2000,America,Costa Rica,Felixstowe,51.94831,1.31487,England,-84.17542309999999,9.965671127,12.305232763,15101.158829880245,8.485835685
2000,America,Costa Rica,Medway,51.380951,0.52213,England,-84.17542309999999,9.965671127,1.769228571,15101.158829880245,0.0
2000,America,Costa Rica,Newport,51.558370000000004,-2.98625,Wales,-84.17542309999999,9.965671127,2.002832144,15101.158829880245,0.0
2000,America,Costa Rica,Portsmouth,50.80806,-1.09311,England,-84.17542309999999,9.965671127,2.324238409,15101.158829880245,2.058259451
2000,America,Cuba,Cardiff,51.45939,-3.15709,Wales,-78.96068491,21.63175154,2.804637108,14583.633964998628,0.0
